Date,Open,High,Low,Close,Volume
2006-05-11,17.1874,17.3144,17.1148,17.3144,306008
2006-05-12,17.2781,17.2781,16.7067,16.761,387052
2006-05-15,16.9697,16.9697,16.2169,16.3983,1049246
2006-05-16,16.4164,16.8971,16.3983,16.616,1072176
2006-05-17,16.7067,16.7883,16.2713,16.4346,633725
2006-05-18,16.4346,16.4346,16.1171,16.1534,341441
2006-05-19,16.3257,16.4164,15.7906,16.2169,359142
2006-05-22,16.235,16.7792,15.8995,16.0809,987533
2006-05-23,15.8087,16.879,15.6455,16.4709,775604
2006-05-24,16.4346,16.4346,16.0083,16.0083,365035
2006-05-25,15.8813,16.4346,15.1829,16.3439,782791
2006-05-26,16.3983,16.4164,16.1534,16.2531,591967
2006-05-29,16.3077,16.3077,15.8813,15.8813,195246
2006-05-30,15.6273,16.1716,14.666,15.8087,1747508
2006-05-31,15.6273,16.489,15.4913,15.6273,962700
2006-06-01,15.8087,16.4346,15.7906,16.2531,355317
2006-06-02,16.5253,17.006,16.5253,16.879,392716
2006-06-05,16.9697,17.0967,16.879,16.9878,333303
2006-06-06,16.879,16.879,16.4527,16.616,202982
2006-06-07,16.879,16.879,16.3439,16.616,278949
2006-06-08,16.4346,16.5978,16.0627,16.4164,517975
2006-06-09,16.3439,16.5796,16.2531,16.4346,410517
2006-06-12,16.235,16.235,15.7181,15.7543,575066
2006-06-13,15.1829,15.3098,14.7385,15.0106,2204676
2006-06-14,14.9925,15.0106,14.5571,14.5571,874431
2006-06-16,15.4188,15.5458,14.7385,14.7385,798011
2006-06-19,14.9018,14.9018,14.5571,14.7929,331915
2006-06-20,14.7929,15.4369,14.666,15.4369,1332260
2006-06-21,15.6002,16.0446,15.582,15.7181,415186
2006-06-22,15.8269,16.2169,15.7362,15.9902,624975
2006-06-23,15.9176,16.0809,15.9176,16.0627,226415
2006-06-26,16.0809,16.489,16.0809,16.489,119812
2006-06-27,16.616,17.0967,16.3983,16.9697,368501
2006-06-28,16.7883,16.9697,16.7248,16.9697,526691
2006-06-29,16.8245,16.9697,16.8064,16.8971,633686
2006-06-30,16.9697,17.3325,16.8064,17.1511,557759
2006-07-03,17.1511,17.3325,16.9697,17.3325,160205
2006-07-04,17.3325,17.4504,17.0604,17.396,130873
2006-07-05,17.3779,17.3779,16.7883,17.2418,304033
2006-07-06,17.2418,17.8313,17.1874,17.7769,527408
2006-07-07,17.6862,18.04,17.6862,18.04,575134
2006-07-10,17.668,18.4934,17.5048,17.7769,622949
2006-07-11,17.8132,18.2213,17.795,18.04,274185
2006-07-12,18.04,19.4731,18.04,19.4731,562455
2006-07-13,19.2009,19.4731,18.312,18.312,516863
2006-07-14,17.9584,18.4028,17.7769,18.04,548057
2006-07-17,17.9584,18.04,17.7769,17.8676,353834
2006-07-18,17.7769,17.9584,17.6862,17.8494,410596
2006-07-19,17.9584,18.312,17.8313,18.04,191889
2006-07-20,18.6658,19.2009,18.5751,19.1192,660018
2006-07-21,18.9378,20.7247,18.5751,20.4525,794177
