Date,Open,High,Low,Close,Volume
1997-10-09,63.9962,63.9962,62.6722,62.6722,31023
1997-10-10,63.5549,63.5549,63.1135,63.1135,19899
1997-10-13,63.5549,64.8789,63.5549,64.8789,19739
1997-10-14,63.9962,67.0857,63.9962,65.7617,28568
1997-10-15,64.4376,66.203,64.4376,65.7617,108975
1997-10-16,65.3203,65.3203,63.9962,64.8789,66565
1997-10-17,63.9962,65.7617,63.9962,64.8789,28334
1997-10-20,64.4376,64.4376,62.6722,63.1135,13076
1997-10-21,63.5549,63.5549,63.1135,63.1135,23999
1997-10-22,63.1135,63.9962,62.6722,63.1135,7198
1997-10-23,62.2308,62.2308,59.1414,59.1414,29769
1997-10-24,60.0241,62.6722,60.0241,60.9068,26032
1997-10-27,59.1414,59.1414,56.9346,56.9346,34926
1997-10-28,53.4038,53.4038,48.1075,48.5489,10649
1997-10-29,57.3759,58.2586,56.0519,56.9346,46789
1997-10-30,56.4932,56.4932,54.2865,55.6105,32963
1997-10-31,55.6105,57.3759,55.6105,57.3759,14681
1997-11-03,57.3759,57.8173,56.4932,57.8173,10873
1997-11-04,57.3759,57.3759,56.0519,56.0519,16072
1997-11-05,56.0519,56.0519,55.6105,55.6105,16279
1997-11-06,56.4932,56.4932,55.6105,55.6105,28682
1997-11-07,54.2865,54.2865,53.8451,54.2865,11102
1997-11-12,52.5211,52.5211,50.7556,52.5211,17638
1997-11-13,50.3143,50.7556,50.3143,50.7556,32188
1997-11-14,50.3143,50.3143,49.4316,49.8729,30382
1997-11-17,50.3143,51.197,50.3143,50.7556,65615
1997-11-18,51.197,51.197,49.4316,49.8729,33352
1997-11-19,47.6662,50.3143,47.6662,49.8729,24579
1997-11-20,47.6662,47.6662,47.2248,47.2248,53845
1997-11-21,48.5489,50.3143,48.5489,49.8729,55855
1997-11-24,49.4316,49.4316,47.2248,47.2248,82905
1997-11-25,48.1075,48.1075,47.6662,48.1075,48107
1997-11-26,48.1075,48.1075,46.3421,46.3421,51971
1997-11-27,47.2248,47.2248,45.9008,46.3421,40974
1997-11-28,47.6662,48.1075,47.2248,48.1075,60577
1997-12-01,48.5489,50.7556,48.5489,50.7556,129410
1997-12-02,52.0797,53.4038,51.197,52.9624,76882
1997-12-03,52.0797,52.0797,51.197,52.0797,37691
1997-12-04,52.9624,55.6105,52.9624,55.1692,122026
1997-12-05,55.1692,56.0519,55.1692,56.0519,115730
1997-12-08,56.4932,57.3759,56.4932,56.4932,117033
1997-12-09,59.5827,59.5827,57.8173,58.2586,115095
1997-12-10,58.7,58.7,56.9346,56.9346,75335
1997-12-11,56.9346,56.9346,54.2865,54.7278,71558
1997-12-12,55.6105,56.0519,55.6105,56.0519,37011
1997-12-15,56.4932,58.2586,56.4932,57.3759,33031
1997-12-16,59.1414,60.0241,59.1414,59.5827,32264
1997-12-17,59.1414,59.1414,56.9346,56.9346,26256
1997-12-18,59.1414,59.5827,59.1414,59.1414,63091
1997-12-19,58.2586,58.2586,57.8173,58.2586,69119
1997-12-22,58.2586,58.7,57.8173,57.8173,36772
1997-12-23,60.4654,61.7895,60.4654,61.7895,21829
1997-12-29,63.1135,64.8789,63.1135,64.8789,11286
1997-12-30,63.9962,64.4376,63.5549,63.5549,45627
1997-12-31,64.4376,66.203,64.4376,66.203,20194
1998-01-05,66.203,67.9684,66.203,67.5271,19692
1998-01-06,67.9684,67.9684,65.3203,65.7617,39263
1998-01-07,66.203,66.203,66.203,66.203,50131
1998-01-08,65.3203,65.3203,63.5549,63.5549,9640
1998-01-09,62.2308,63.1135,62.2308,63.1135,10817
1998-01-12,57.8173,58.7,56.9346,56.9346,11187
1998-01-13,60.9068,62.2308,60.9068,62.2308,22389
1998-01-14,61.3481,61.3481,60.0241,60.0241,20750
1998-01-15,60.0241,60.0241,58.7,59.5827,81101
1998-01-16,61.3481,63.5549,61.3481,63.5549,26735
1998-01-19,65.3203,65.3203,62.6722,63.1135,10260
1998-01-20,65.3203,65.3203,64.4376,65.3203,44461
1998-01-21,63.5549,63.5549,62.2308,62.6722,16787
1998-01-22,61.3481,63.5549,61.3481,63.1135,19049
1998-01-23,61.7895,63.9962,61.7895,63.5549,28371
1998-01-26,62.2308,62.6722,62.2308,62.6722,18509
1998-01-27,62.2308,63.5549,62.2308,63.1135,5067
1998-01-28,63.9962,65.7617,63.9962,65.3203,9778
1998-01-29,65.7617,67.9684,65.7617,66.6444,33726
1998-01-30,67.5271,68.4098,66.6444,68.4098,49621
1998-02-02,69.7338,72.382,69.7338,71.9406,66486
1998-02-03,70.6165,72.382,70.6165,71.9406,107788
1998-02-04,71.9406,73.2647,71.4992,72.382,83604
1998-02-05,72.8233,75.4714,72.8233,74.1474,60735
1998-02-06,72.8233,74.5887,72.8233,74.5887,60359
1998-02-09,78.5609,78.5609,75.9128,76.7955,56202
1998-02-10,78.5609,78.5609,77.6782,77.6782,68456
1998-02-11,79.885,82.5331,79.885,80.7677,45595
1998-02-12,80.3263,80.3263,78.5609,78.5609,65209
1998-02-13,79.4436,81.209,79.4436,79.4436,61972
1998-02-16,80.3263,80.3263,79.885,80.3263,10827
1998-02-17,81.209,82.0917,81.209,82.0917,28266
1998-02-18,82.0917,84.7398,82.0917,83.8571,24374
1998-02-19,83.8571,87.388,83.8571,86.0639,54800
1998-02-20,83.8571,86.0639,83.4158,84.7398,55580
1998-02-23,86.0639,86.9466,86.0639,86.5053,31837
1998-02-24,85.6226,85.6226,83.8571,83.8571,29988
1998-02-25,86.5053,87.388,86.5053,87.388,49895
1998-02-26,88.2707,88.2707,86.0639,86.5053,26367
1998-02-27,88.2707,88.2707,87.8293,88.2707,29721
1998-03-02,88.2707,92.2429,87.388,91.8015,32659
1998-03-03,86.5053,87.8293,86.5053,86.5053,53788
1998-03-04,87.8293,87.8293,86.5053,87.388,31244
1998-03-05,85.6226,85.6226,82.5331,83.8571,15193
1998-03-06,82.0917,85.6226,82.0917,85.1812,7293
1998-03-09,86.9466,90.0361,86.9466,89.1534,9471
1998-03-10,91.8015,93.5669,91.8015,93.5669,17039
1998-03-11,95.3323,95.3323,93.5669,93.5669,58901
1998-03-12,95.3323,100.629,95.3323,100.629,45841
1998-03-13,99.3045,99.3045,96.6564,97.0977,43499
1998-03-16,95.3323,97.0977,95.3323,96.215,27650
1998-03-17,95.3323,95.3323,93.5669,93.5669,71920
1998-03-18,95.3323,95.3323,94.4496,94.4496,77642
1998-03-19,95.3323,95.3323,94.4496,94.4496,29936
1998-03-20,97.0977,97.0977,93.5669,95.3323,24148
1998-03-23,95.3323,95.3323,95.3323,95.3323,15603
1998-03-24,95.3323,95.3323,93.5669,93.5669,19875
1998-03-25,95.3323,95.3323,95.3323,95.3323,15838
1998-03-26,95.3323,95.3323,94.4496,94.4496,58449
1998-03-27,90.9188,91.8015,90.9188,91.8015,34075
1998-03-30,90.4774,90.4774,89.1534,89.5947,22129
1998-03-31,84.7398,87.388,84.7398,86.9466,18938
1998-04-01,86.5053,86.5053,85.6226,85.6226,10912
1998-04-02,83.8571,83.8571,83.8571,83.8571,9410
1998-04-06,88.2707,92.2429,88.2707,91.8015,33181
1998-04-07,97.0977,97.0977,95.3323,95.3323,29915
1998-04-08,97.0977,97.0977,94.891,94.891,42569
1998-04-09,95.3323,95.3323,94.0083,94.0083,12917
1998-04-14,95.3323,95.3323,94.4496,95.3323,25096
1998-04-15,90.4774,92.2429,90.0361,92.2429,28982
1998-04-16,91.8015,91.8015,89.1534,89.1534,3688
1998-04-17,88.2707,88.2707,87.8293,88.2707,23010
1998-04-20,88.2707,88.2707,86.0639,87.388,39611
1998-04-21,79.4436,82.9744,79.4436,82.9744,23636
1998-04-22,83.8571,86.0639,83.8571,85.6226,46997
1998-04-23,86.0639,88.2707,84.7398,86.5053,22602
1998-04-24,86.0639,86.5053,85.6226,86.5053,38248
1998-04-27,86.5053,86.5053,83.4158,83.4158,15262
1998-04-28,85.6226,85.6226,83.8571,84.2985,9453
1998-04-29,83.8571,86.5053,83.8571,86.0639,30616
1998-04-30,86.0639,86.0639,85.6226,85.6226,57978
1998-05-05,86.0639,86.0639,84.2985,85.6226,49744
1998-05-06,85.6226,85.6226,84.7398,84.7398,20408
1998-05-07,84.7398,84.7398,82.5331,83.4158,18220
1998-05-08,84.7398,85.6226,84.7398,85.1812,25823
1998-05-11,86.5053,86.5053,86.5053,86.5053,24685
1998-05-12,86.5053,86.5053,86.5053,86.5053,16022
1998-05-13,83.8571,87.8293,82.5331,82.9744,27820
1998-05-14,82.9744,82.9744,82.9744,82.9744,25680
1998-05-15,81.6504,81.6504,80.7677,80.7677,9781
1998-05-18,81.209,81.209,76.7955,77.6782,6003
1998-05-19,79.4436,82.5331,79.0023,82.5331,19108
1998-05-20,76.7955,76.7955,76.7955,76.7955,10954
1998-05-21,82.9744,82.9744,81.209,82.9744,6882
1998-05-22,81.209,81.209,78.5609,78.5609,5445
1998-05-25,79.4436,79.4436,77.6782,77.6782,7628
1998-05-26,79.4436,79.4436,79.4436,79.4436,16580
1998-05-27,75.9128,75.9128,70.6165,74.1474,25676
1998-05-28,76.7955,76.7955,76.7955,76.7955,28024
1998-05-29,75.9128,79.0023,75.9128,79.0023,21901
1998-06-01,71.4992,71.4992,68.8511,70.6165,6054
1998-06-02,69.7338,71.9406,69.7338,71.9406,36899
1998-06-03,70.6165,73.2647,70.6165,72.382,35363
1998-06-04,75.0301,75.0301,73.2647,73.2647,8762
1998-06-05,74.1474,75.9128,74.1474,75.4714,16776
1998-06-08,77.6782,78.1195,77.6782,78.1195,9276
1998-06-09,79.4436,79.4436,79.4436,79.4436,6103
1998-06-10,78.5609,78.5609,75.9128,75.9128,9121
1998-06-15,73.706,75.0301,73.706,75.0301,5801
1998-06-16,74.1474,75.4714,74.1474,75.4714,6046
1998-06-17,74.1474,78.5609,74.1474,78.5609,32042
1998-06-18,80.7677,80.7677,74.1474,79.4436,8785
1998-06-19,81.209,82.9744,81.209,82.9744,81192
1998-06-22,82.0917,86.5053,82.0917,85.6226,30305
1998-06-23,90.0361,90.0361,87.388,87.8293,38066
1998-06-24,88.2707,88.2707,87.388,87.388,10072
1998-06-25,87.388,87.388,86.5053,86.5053,7803
1998-06-26,86.0639,86.0639,85.6226,85.6226,9986
1998-06-29,84.2985,86.0639,84.2985,84.7398,10580
1998-06-30,83.4158,83.8571,83.4158,83.8571,24056
1998-07-01,84.2985,86.5053,84.2985,86.0639,19065
1998-07-02,84.7398,86.9466,84.7398,86.5053,31214
1998-07-03,84.2985,86.0639,84.2985,86.0639,10210
1998-07-06,83.8571,84.7398,83.8571,84.7398,11866
1998-07-07,83.8571,83.8571,82.0917,82.0917,6230
1998-07-08,80.3263,80.3263,79.4436,79.4436,10375
1998-07-09,79.4436,79.4436,79.4436,79.4436,22279
1998-07-10,81.209,85.1812,81.209,85.1812,42730
1998-07-13,85.6226,90.4774,85.6226,90.0361,86260
1998-07-14,94.0083,97.5391,93.5669,94.891,36725
1998-07-15,94.4496,94.4496,93.5669,94.4496,69689
1998-07-16,95.3323,96.215,94.4496,94.4496,41412
1998-07-17,96.215,98.8632,96.215,97.0977,108639
1998-07-20,97.0977,101.07,97.0977,100.629,63089
1998-07-21,98.8632,99.7459,98.8632,99.7459,59794
1998-07-22,97.0977,97.0977,97.0977,97.0977,83710
1998-07-23,97.0977,100.187,97.0977,98.8632,19057
1998-07-24,97.9805,98.4218,97.5391,97.5391,10728
1998-07-27,97.9805,97.9805,96.6564,97.5391,30318
1998-07-28,97.9805,99.7459,97.5391,98.8632,21853
1998-07-29,97.0977,97.0977,97.0977,97.0977,6376
1998-07-30,96.215,97.0977,96.215,97.0977,22072
1998-07-31,97.0977,97.0977,96.215,96.215,25241
1998-08-03,97.0977,97.0977,97.0977,97.0977,33390
1998-08-04,98.8632,99.3045,98.8632,99.3045,11811
1998-08-05,99.3045,99.3045,98.4218,99.3045,27281
1998-08-06,99.3045,99.7459,98.8632,99.3045,21582
1998-08-07,101.511,105.925,101.511,101.511,25469
1998-08-10,103.277,103.718,103.277,103.718,23496
1998-08-11,103.277,103.277,94.4496,94.891,21382
1998-08-12,98.4218,99.7459,96.215,99.7459,25962
1998-08-13,96.215,97.9805,96.215,97.9805,34606
1998-08-14,97.0977,98.8632,97.0977,98.8632,31408
1998-08-17,96.215,96.215,94.4496,94.4496,19986
1998-08-18,96.215,97.0977,96.215,97.0977,32395
1998-08-19,97.0977,102.835,97.0977,98.8632,43107
1998-08-20,96.215,96.215,96.215,96.215,79947
1998-08-21,95.3323,95.3323,92.6842,92.6842,63298
1998-08-24,92.6842,92.6842,92.6842,92.6842,37197
1998-08-25,92.6842,92.6842,90.0361,90.0361,15932
1998-08-26,91.8015,91.8015,88.2707,88.2707,16233
1998-08-27,82.9744,82.9744,76.7955,76.7955,14220
1998-08-28,75.0301,80.3263,75.0301,75.9128,3625
1998-08-31,75.0301,77.6782,75.0301,75.0301,136897
1998-09-01,69.7338,71.4992,69.7338,71.0579,79222
1998-09-02,71.9406,75.0301,71.9406,71.9406,55152
1998-09-03,66.203,68.8511,66.203,67.9684,34435
1998-09-04,67.0857,68.4098,66.203,66.203,51858
1998-09-07,67.0857,68.8511,67.0857,68.4098,34161
1998-09-08,69.7338,72.8233,69.7338,70.6165,31678
1998-09-09,69.7338,70.6165,69.7338,69.7338,104463
1998-09-10,67.0857,67.0857,65.3203,65.3203,121472
1998-09-11,61.7895,63.5549,60.4654,60.4654,72445
1998-09-14,60.9068,61.7895,60.9068,61.7895,43421
1998-09-15,60.0241,60.0241,57.3759,57.8173,46003
1998-09-16,59.1414,60.0241,57.3759,59.1414,19915
1998-09-17,58.2586,58.2586,56.4932,56.4932,53527
1998-09-18,53.8451,54.7278,53.4038,54.2865,44868
1998-09-21,48.5489,49.4316,48.5489,48.9902,32340
1998-09-22,52.9624,52.9624,51.197,52.0797,23270
1998-09-23,52.9624,54.2865,52.9624,53.8451,93790
1998-09-24,58.2586,58.7,57.3759,57.3759,85306
1998-09-25,53.8451,54.7278,52.0797,54.2865,46219
1998-09-28,54.7278,55.1692,54.2865,54.7278,78916
1998-09-29,52.9624,53.4038,52.0797,52.9624,56187
1998-09-30,52.9624,52.9624,50.3143,50.7556,55855
1998-10-01,49.4316,49.4316,47.6662,48.1075,72691
1998-10-02,49.4316,52.0797,49.4316,51.6383,34517
1998-10-05,48.9902,49.8729,47.6662,47.6662,30784
1998-10-06,48.9902,48.9902,47.2248,48.1075,50134
1998-10-07,47.6662,47.6662,45.9008,47.2248,61059
1998-10-08,46.7835,46.7835,44.5767,44.5767,31690
1998-10-09,45.4594,45.4594,44.1353,44.5767,32465
1998-10-12,47.6662,48.9902,46.7835,48.9902,54126
1998-10-13,49.4316,49.4316,48.5489,48.5489,53164
1998-10-14,49.4316,49.8729,48.5489,49.4316,53134
1998-10-15,52.0797,52.0797,49.4316,49.4316,24630
1998-10-16,49.8729,50.7556,48.9902,50.7556,41564
1998-10-19,52.0797,52.0797,50.3143,50.3143,26424
1998-10-20,52.0797,55.6105,52.0797,54.2865,38330
1998-10-21,52.9624,54.7278,52.9624,54.7278,60654
1998-10-22,53.4038,57.3759,53.4038,56.9346,50780
1998-10-23,56.0519,59.1414,56.0519,58.7,43979
1998-10-26,61.3481,64.8789,61.3481,64.4376,61357
1998-10-27,64.8789,64.8789,62.2308,64.8789,72722
1998-10-28,60.9068,63.1135,60.4654,61.7895,58036
1998-10-29,60.0241,61.3481,60.0241,60.4654,115205
1998-10-30,63.5549,66.203,63.5549,64.8789,50654
1998-11-02,66.203,69.7338,66.203,68.8511,48683
1998-11-03,68.4098,68.4098,64.4376,64.8789,35077
1998-11-04,70.6165,71.4992,69.7338,70.6165,94650
1998-11-05,75.0301,75.0301,74.5887,75.0301,77765
1998-11-06,74.1474,76.3541,74.1474,74.1474,55084
1998-11-09,75.0301,78.5609,75.0301,77.6782,14316
1998-11-10,75.0301,76.7955,75.0301,75.0301,51148
1998-11-12,76.3541,76.7955,76.3541,76.3541,8364
1998-11-13,74.1474,77.2368,74.1474,75.9128,33651
1998-11-16,79.4436,82.0917,78.5609,79.4436,20182
1998-11-17,74.1474,74.1474,71.9406,72.382,33719
1998-11-18,73.2647,74.5887,73.2647,74.1474,66972
1998-11-19,72.8233,72.8233,70.6165,72.382,39073
1998-11-20,73.2647,73.706,73.2647,73.2647,18875
1998-11-23,73.2647,73.2647,70.6165,70.6165,28086
1998-11-24,71.4992,71.4992,68.8511,69.7338,93740
1998-11-25,71.4992,74.1474,69.7338,70.1752,71050
1998-11-26,70.6165,71.4992,70.6165,71.4992,21501
1998-11-27,70.6165,71.4992,70.6165,71.4992,21945
1998-11-30,69.7338,69.7338,69.2925,69.2925,29734
1998-12-01,67.0857,67.0857,67.0857,67.0857,20797
1998-12-02,63.9962,65.3203,63.9962,64.8789,29741
1998-12-03,57.8173,62.6722,57.8173,60.4654,25192
1998-12-04,60.4654,63.9962,60.4654,63.1135,92619
1998-12-07,63.9962,65.3203,63.5549,64.4376,98662
1998-12-08,64.8789,66.203,64.8789,65.7617,17941
1998-12-09,65.7617,66.203,63.9962,63.9962,88344
1998-12-10,65.7617,67.0857,65.7617,66.203,64252
1998-12-11,65.7617,66.203,65.7617,65.7617,41861
1998-12-14,67.5271,68.4098,67.0857,67.5271,11378
1998-12-15,68.4098,69.2925,68.4098,69.2925,17135
1998-12-16,68.4098,69.7338,67.9684,69.7338,50719
1998-12-17,69.7338,69.7338,68.8511,69.7338,33674
1998-12-18,70.6165,72.382,70.6165,71.9406,34058
1998-12-21,72.382,75.0301,72.382,75.0301,10512
1998-12-22,76.7955,79.4436,76.7955,79.4436,16407
1998-12-23,79.0023,79.0023,76.7955,77.2368,13997
1998-12-28,80.3263,81.6504,80.3263,80.3263,28384
1998-12-29,72.8233,75.9128,72.8233,75.4714,4552
1998-12-30,75.0301,75.9128,75.0301,75.0301,19327
1998-12-31,71.4992,76.7955,71.4992,74.1474,5721
1999-01-04,75.4714,79.0023,75.4714,78.5609,63147
1999-01-05,78.5609,79.0023,77.6782,77.6782,40628
1999-01-06,81.209,82.9744,81.209,82.9744,14804
1999-01-07,82.9744,82.9744,79.0023,79.4436,20484
1999-01-08,78.5609,82.9744,78.5609,82.9744,8378
1999-01-11,78.5609,79.0023,76.3541,76.3541,27336
1999-01-12,73.706,74.5887,72.8233,73.706,17998
1999-01-13,69.7338,70.1752,65.7617,66.203,28448
1999-01-14,69.7338,72.382,69.7338,70.1752,30993
1999-01-15,66.203,69.2925,64.8789,67.9684,56679
1999-01-18,68.8511,70.1752,68.4098,68.8511,101095
1999-01-19,69.7338,70.6165,68.4098,70.1752,89313
1999-01-20,70.1752,70.6165,68.8511,70.6165,111291
1999-01-21,75.0301,75.0301,71.4992,75.0301,85642
1999-01-22,74.1474,74.1474,71.0579,71.9406,42238
1999-01-25,67.0857,69.7338,67.0857,69.2925,21935
1999-01-26,70.6165,71.0579,67.9684,70.6165,39090
1999-01-27,72.382,72.382,69.7338,71.0579,37723
1999-01-28,71.4992,73.706,71.4992,73.706,46287
1999-01-29,73.706,74.1474,73.2647,74.1474,47038
1999-02-01,68.8511,71.4992,68.8511,70.1752,27248
1999-02-02,68.8511,70.6165,68.8511,69.2925,30088
1999-02-03,69.7338,70.1752,69.7338,69.7338,7716
1999-02-04,72.382,72.382,70.1752,70.6165,39912
1999-02-05,71.4992,72.382,71.4992,71.4992,25123
1999-02-08,71.4992,73.2647,71.4992,73.2647,6505
1999-02-09,72.382,72.382,70.6165,71.4992,37128
1999-02-10,68.8511,71.4992,68.8511,71.4992,51902
1999-02-11,69.7338,70.6165,69.7338,70.1752,74966
1999-02-12,70.1752,70.6165,69.2925,70.1752,58775
1999-02-15,69.7338,70.6165,69.7338,69.7338,32397
1999-02-16,69.7338,69.7338,68.8511,68.8511,46141
1999-02-17,68.8511,68.8511,67.5271,67.5271,35955
1999-02-18,67.0857,68.4098,67.0857,68.4098,29218
1999-02-19,67.9684,68.8511,67.0857,67.9684,121465
1999-02-22,67.0857,67.0857,67.0857,67.0857,29061
1999-02-23,66.203,66.203,64.8789,65.3203,36353
1999-02-24,64.8789,65.3203,64.4376,65.3203,31898
1999-02-25,61.7895,61.7895,60.0241,60.0241,50123
1999-02-26,59.1414,61.3481,58.7,60.4654,63190
1999-03-01,61.7895,61.7895,60.0241,60.4654,55666
1999-03-02,61.7895,61.7895,60.4654,61.3481,40158
1999-03-03,60.9068,62.2308,60.9068,61.7895,45657
1999-03-04,60.9068,60.9068,59.1414,59.5827,92400
1999-03-05,59.1414,61.7895,59.1414,61.7895,62773
1999-03-08,61.7895,64.8789,61.7895,63.9962,56175
1999-03-09,66.203,68.8511,66.203,66.6444,46620
1999-03-10,66.203,67.0857,64.8789,65.3203,108198
1999-03-11,66.203,66.203,64.8789,65.3203,85432
1999-03-12,66.203,67.0857,65.3203,67.0857,101953
1999-03-15,66.203,66.203,63.9962,64.4376,64556
1999-03-16,64.4376,65.3203,64.4376,64.4376,36446
1999-03-17,62.2308,63.9962,62.2308,63.5549,29463
1999-03-18,62.6722,64.4376,62.6722,63.9962,42514
1999-03-19,66.203,67.0857,65.3203,65.7617,72644
1999-03-22,65.7617,69.2925,64.8789,67.5271,209672
1999-03-23,67.9684,67.9684,65.3203,65.3203,77338
1999-03-24,63.5549,64.4376,62.6722,63.9962,102453
1999-03-25,65.3203,66.203,63.9962,63.9962,72904
1999-03-26,65.3203,65.3203,63.5549,63.5549,55261
1999-03-29,63.5549,63.9962,61.7895,63.5549,89273
1999-03-30,68.4098,68.4098,66.203,66.6444,85834
1999-03-31,67.5271,69.7338,67.5271,69.2925,118909
1999-04-01,67.9684,73.706,67.9684,73.2647,105400
1999-04-06,74.5887,82.9744,74.5887,80.7677,104257
1999-04-07,80.7677,80.7677,77.6782,77.6782,157318
1999-04-08,77.6782,77.6782,72.8233,74.1474,108030
1999-04-09,75.0301,75.9128,73.2647,75.0301,102042
1999-04-12,75.0301,75.0301,72.8233,73.2647,60848
1999-04-13,73.2647,73.2647,70.6165,71.4992,69100
1999-04-14,70.6165,71.0579,69.2925,70.6165,43504
1999-04-15,69.7338,69.7338,68.8511,68.8511,48801
1999-04-16,69.7338,71.0579,69.7338,70.1752,28181
1999-04-19,73.2647,76.3541,73.2647,75.9128,48886
1999-04-20,74.1474,74.1474,71.4992,72.382,82338
1999-04-21,73.706,73.706,71.9406,72.8233,53566
1999-04-22,73.2647,74.1474,72.382,72.8233,42093
1999-04-23,72.382,72.382,70.6165,71.4992,26842
1999-04-26,73.2647,74.1474,71.4992,74.1474,55609
1999-04-27,73.2647,75.4714,73.2647,74.5887,83819
1999-04-28,74.1474,74.5887,72.8233,74.1474,88003
1999-04-29,75.9128,76.7955,74.5887,76.3541,97762
1999-04-30,77.6782,77.6782,75.9128,75.9128,56540
1999-05-04,79.4436,79.885,78.1195,79.4436,84088
1999-05-05,78.5609,78.5609,77.2368,77.6782,35886
1999-05-06,80.7677,83.8571,80.7677,83.4158,148424
1999-05-07,83.4158,83.8571,82.0917,83.4158,102409
1999-05-10,82.9744,82.9744,77.6782,82.9744,64098
1999-05-11,82.9744,83.4158,82.5331,82.9744,79253
1999-05-12,82.9744,82.9744,82.0917,82.5331,37490
1999-05-13,81.209,81.209,80.7677,80.7677,16956
1999-05-14,81.209,82.0917,78.1195,78.5609,17310
1999-05-17,83.8571,91.8015,83.8571,89.5947,126427
1999-05-18,92.2429,98.8632,92.2429,97.9805,113485
1999-05-19,101.07,105.925,100.629,101.07,155607
1999-05-20,98.8632,99.7459,94.891,95.7737,85243
1999-05-21,95.3323,95.3323,93.1256,94.891,51131
1999-05-24,95.3323,97.9805,95.3323,97.5391,69140
1999-05-25,94.4496,94.4496,92.6842,93.5669,24851
1999-05-26,93.5669,94.4496,92.6842,93.5669,43885
1999-05-27,94.891,96.215,94.4496,94.891,50006
1999-05-28,94.4496,94.4496,92.6842,93.1256,38416
1999-05-31,97.0977,97.0977,94.891,94.891,30244
1999-06-01,96.215,97.0977,96.215,96.6564,37761
1999-06-02,97.0977,97.0977,95.7737,96.6564,48369
1999-06-07,98.8632,98.8632,97.0977,97.0977,89365
1999-06-08,98.8632,98.8632,98.4218,98.8632,41366
1999-06-09,98.8632,100.187,98.8632,99.7459,57014
1999-06-10,100.629,101.511,97.5391,99.3045,22473
1999-06-11,101.511,109.456,101.511,107.69,49628
1999-06-14,111.221,114.752,110.338,114.311,66209
1999-06-15,112.104,112.104,109.456,110.338,54282
1999-06-16,111.221,112.104,110.338,111.221,68230
1999-06-17,110.338,110.338,107.249,108.132,67950
1999-06-18,108.573,108.573,106.366,107.69,56375
1999-06-21,107.69,109.014,107.69,108.573,132363
1999-06-22,107.69,108.132,105.925,108.132,48056
1999-06-23,107.69,109.014,106.808,108.573,58531
1999-06-24,107.69,108.132,107.69,107.69,53479
1999-06-25,106.808,119.165,106.808,112.545,140475
1999-06-28,112.104,112.104,110.338,110.338,87031
1999-06-29,109.897,109.897,108.132,109.014,54723
1999-06-30,109.014,109.897,108.573,109.456,82849
1999-07-01,112.104,113.869,112.104,113.428,114977
1999-07-02,114.752,116.517,112.987,113.428,82100
1999-07-05,114.752,117.4,114.311,116.517,89166
1999-07-06,115.635,115.635,113.869,113.869,27954
1999-07-07,114.752,115.635,114.752,115.193,35023
1999-07-08,123.138,123.138,119.165,121.372,113718
1999-07-09,123.579,124.462,122.696,124.02,117551
1999-07-12,126.227,127.551,124.462,127.551,103869
1999-07-13,124.462,124.462,122.255,122.255,83472
1999-07-14,123.579,130.641,123.138,123.138,174201
1999-07-15,121.813,121.813,112.987,112.987,197129
1999-07-16,112.104,113.869,110.78,111.221,176268
1999-07-19,111.221,111.221,110.338,110.78,35200
1999-07-20,110.78,113.869,110.78,111.221,42792
1999-07-21,110.78,111.662,110.78,111.662,31407
1999-07-22,111.221,111.662,110.338,111.662,41374
1999-07-23,122.255,126.227,121.813,125.786,144039
1999-07-26,123.579,123.579,116.517,117.4,47172
1999-07-27,116.076,117.841,116.076,116.517,33821
1999-07-28,116.517,117.841,114.311,114.752,67448
1999-07-29,114.752,115.193,114.752,115.193,92713
1999-07-30,113.869,115.635,113.869,115.193,66650
1999-08-02,116.517,116.517,114.752,116.076,51656
1999-08-03,114.752,114.752,113.428,113.428,30536
1999-08-04,109.456,109.897,105.925,105.925,100813
1999-08-05,107.69,107.69,105.925,107.249,30092
1999-08-06,107.69,107.69,105.925,107.249,52557
1999-08-09,105.925,105.925,103.718,105.042,14823
1999-08-10,104.159,104.601,104.159,104.159,34868
1999-08-11,105.925,110.338,105.925,109.897,71967
1999-08-12,109.897,112.987,109.897,112.987,61242
1999-08-13,109.456,112.545,109.456,112.104,47507
1999-08-16,110.78,112.104,110.78,111.662,28742
1999-08-17,112.104,112.545,110.78,110.78,57044
1999-08-18,112.104,112.104,110.338,110.338,20539
1999-08-19,110.338,110.338,107.69,108.132,20339
1999-08-20,110.338,112.104,110.338,111.662,23904
1999-08-23,114.752,114.752,112.104,112.545,14525
1999-08-24,114.752,116.517,114.752,115.635,53705
1999-08-25,114.752,118.283,114.752,116.517,37661
1999-08-26,114.752,115.193,114.752,114.752,20213
1999-08-27,115.193,115.635,114.752,115.635,19715
1999-08-30,115.193,115.635,114.311,114.311,13152
1999-08-31,114.752,114.752,112.987,112.987,25646
1999-09-01,112.987,112.987,112.104,112.104,18510
1999-09-02,112.987,112.987,110.78,110.78,14577
1999-09-03,112.104,115.635,111.662,114.752,44563
1999-09-06,113.869,113.869,112.545,113.428,34112
1999-09-07,112.545,112.987,111.221,112.104,19986
1999-09-08,111.221,111.221,109.014,109.014,30394
1999-09-09,110.338,112.545,110.338,112.545,25980
1999-09-10,110.338,111.221,110.338,110.338,8745
1999-09-13,109.456,110.338,109.456,109.456,1446
